bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1247277,919842,2020-02-11,Senate,"Senate Housing, Construction and Community Development Committee Vote",10,1,0,0,11
1247277,919843,2020-02-11,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1247277,922003,2020-02-12,Senate,"Senate Floor Vote - Final Passage",51,9,0,2,62
1247499,839116,2019-04-09,Senate,"Senate Floor Vote - Final Passage",32,28,0,2,62
1247499,839117,2019-04-09,Senate,"Senate Rules Committee Vote",16,2,0,1,19
1247499,840739,2019-04-09,Assembly,"Assembly Floor Vote - Final Passage",95,51,0,4,150
1247720,880915,2019-05-30,Senate,"Senate Judiciary Committee Vote",14,0,0,1,15
1247720,882128,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1247720,883355,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",148,0,0,2,150
1247724,839075,2019-04-09,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",21,1,0,0,22
1247724,864280,2019-05-14,Assembly,"Assembly Ways And Means Committee: Favorable",22,10,0,3,35
1247732,880141,2019-06-03,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1247732,880142,2019-06-11,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1247732,881668,2019-06-13,Assembly,"Assembly Floor Vote - Final Passage",125,15,0,10,150
1247786,882736,2019-06-12,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1247786,882737,2019-06-17,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1247786,885199,2019-06-19,Assembly,"Assembly Floor Vote - Final Passage",146,1,0,3,150
1247843,839407,2019-04-09,Senate,"Senate Education Committee Vote",15,0,0,0,15
1247843,861236,2019-05-07,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1247843,864700,2019-05-15,Senate,"Senate Floor Vote - Final Passage",57,1,0,4,62
1247843,883174,2019-06-17,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1247843,884066,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",147,1,0,2,150
1247935,854233,2019-04-29,Senate,"Senate Women's Issues Committee Vote",7,0,0,0,7
1247935,918817,2020-02-10,Senate,"Senate Women's Issues Committee Vote",7,0,0,0,7
1247959,839410,2019-04-09,Senate,"Senate Education Committee Vote",15,0,0,0,15
1247959,861256,2019-05-07,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1247959,864696,2019-05-15,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1247959,878647,2019-06-05,Assembly,"Assembly Floor Vote - Final Passage",145,0,0,5,150
1248311,881981,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248311,881982,2019-06-12,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1248311,908613,2020-01-28,Senate,"Senate Health Committee Vote",15,0,0,0,15
1248338,860700,2019-05-06,Senate,"Senate Agriculture Committee Vote",8,1,0,0,9
1248338,868613,2019-05-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1248338,876656,2019-06-03,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248371,870034,2019-04-30,Senate,"Senate Investigations and Government Operations Committee Vote",7,0,0,0,7
1248371,870035,2019-05-22,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248371,884348,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",145,1,0,4,150
1248384,860913,2019-04-30,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1248384,861401,2019-05-08,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248436,879993,2019-05-21,Senate,"Senate Consumer Protection Committee Vote",7,0,0,0,7
1248436,880557,2019-06-11,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248436,902985,2020-01-15,Senate,"Senate Consumer Protection Committee Vote",7,0,0,0,7
1248436,906453,2020-01-27,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248472,870269,2019-05-21,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1248472,886781,2019-06-19,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1248472,886782,2019-06-19,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,1,0,2,35
1248486,857666,2019-04-30,Assembly,"Assembly Corporations, Authorities And Commissions Committee: Favorable refer to committee Ways and Means",19,6,0,1,26
1248486,863702,2019-05-14,Assembly,"Assembly Ways And Means Committee: Favorable",29,3,0,3,35
1248493,878032,2019-06-05,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Ways and Means",18,0,0,1,19
1248493,879335,2019-06-06,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1248493,882498,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1248500,971003,2020-07-14,Assembly,"Assembly Energy Committee: Held for Consideration",11,4,0,0,15
1248509,970817,2020-07-13,Assembly,"Assembly Economic Development Committee: Favorable refer to committee Rules",24,0,0,1,25
1248509,972232,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1248518,875247,2019-05-30,Assembly,"Assembly Judiciary Committee: Favorable",13,7,0,1,21
1248542,881136,2019-06-13,Assembly,"Assembly Health Committee: Favorable refer to committee Rules",26,0,0,0,26
1248542,882461,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1248542,884044,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",147,0,0,3,150
1248542,942792,2020-03-04,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248578,885576,2019-06-18,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248578,886705,2019-06-18,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1248578,919623,2020-02-10,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1248578,932187,2020-02-24,Senate,"Senate Floor Vote - Final Passage",59,0,0,3,62
1248594,838977,2019-04-09,Senate,"Senate Environmental Conservation Committee Vote",11,0,0,0,11
1248594,877304,2019-06-03,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1248597,882756,2019-06-17,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Rules",18,0,0,1,19
1248597,883994,2019-06-18,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1248604,869089,2019-05-07,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1248604,869090,2019-05-22,Senate,"Senate Floor Vote - Final Passage",56,5,0,1,62
1248604,878130,2019-06-04,Assembly,"Assembly Floor Vote - Final Passage",145,1,0,4,150
1248629,857514,2019-04-30,Assembly,"Assembly Real Property Taxation Committee: Favorable refer to committee Ways and Means",9,0,0,1,10
1248660,882862,2019-06-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",33,0,0,2,35
1248660,882863,2019-06-17,Assembly,"Assembly Real Property Taxation Committee: Favorable refer to committee Ways and Means",10,0,0,0,10
1248660,883557,2019-06-18,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1248660,885032,2019-06-19,Assembly,"Assembly Floor Vote - Final Passage",148,0,0,2,150
1248660,964485,2020-06-09,Senate,"Senate Floor Vote - Final Passage",60,2,0,0,62
1248712,867915,2019-05-21,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1248734,874751,2019-05-30,Assembly,"Assembly Codes Committee: Favorable",14,5,0,3,22
1248734,881717,2019-06-13,Assembly,"Assembly Floor Vote - Final Passage",103,37,0,10,150
1248746,882257,2019-06-14,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",13,0,0,1,14
1248746,882657,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1248746,882658,2019-06-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,1,0,2,35
1248751,880164,2019-05-29,Senate,"Senate Civil Service and Pensions Committee Vote",7,0,0,0,7
1248751,880165,2019-06-11,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248756,875393,2019-05-30,Senate,"Senate Veterans, Homeland Security and Military Affairs Committee Vote",9,0,0,0,9
1248756,882064,2019-06-14,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248756,882065,2019-06-14,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1248765,971204,2020-07-14,Assembly,"Assembly Correction Committee: Held for Consideration",10,2,0,1,13
1248771,860728,2019-05-07,Assembly,"Assembly Environmental Conservation Committee: Favorable",28,0,0,2,30
1248771,865276,2019-05-15,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,9,150
1248771,879145,2019-06-06,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1248803,885760,2019-06-18,Senate,"Senate Floor Vote - Final Passage",40,22,0,0,62
1248803,886585,2019-06-18,Senate,"Senate Rules Committee Vote",12,7,0,0,19
1248816,881135,2019-06-13,Assembly,"Assembly Health Committee: Favorable refer to committee Rules",26,0,0,0,26
1248816,883596,2019-06-18,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1248816,885030,2019-06-19,Assembly,"Assembly Floor Vote - Final Passage",148,0,0,2,150
1248816,942686,2020-03-04,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248833,972306,2019-05-06,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1248833,972307,2020-07-20,Senate,"Senate Local Government Committee Vote",5,2,0,0,7
1248833,974129,2020-07-22,Senate,"Senate Rules Committee Vote",14,5,0,0,19
1248833,974130,2020-07-23,Senate,"Senate Floor Vote - Final Passage",42,18,0,0,60
1248854,881965,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1248854,881966,2019-06-12,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1248854,883179,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",145,0,0,5,150
1248890,885926,2019-06-20,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",34,0,0,1,35
1248890,886433,2019-06-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,4,31
1248890,886434,2019-06-21,Assembly,"Assembly Floor Vote - Final Passage",134,1,0,15,150
1248901,856042,2019-04-30,Senate,"Senate Health Committee Vote",15,0,0,0,15
1248914,863984,2019-05-14,Senate,"Senate Education Committee Vote",14,1,0,0,15
1248962,856183,2019-04-30,Senate,"Senate Mental Health and Developmental Disabilities Committee Vote",7,0,0,0,7
1248962,914162,2020-02-04,Senate,"Senate Mental Health and Developmental Disabilities Committee Vote",7,0,0,0,7
1248962,941902,2020-03-03,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1248976,882145,2019-06-14,Senate,"Senate Floor Vote - Final Passage",42,20,0,0,62
1248976,882146,2019-06-14,Senate,"Senate Rules Committee Vote",13,6,0,0,19
1248976,973585,2020-07-22,Senate,"Senate Floor Vote - Final Passage",43,17,0,0,60
1248976,973956,2020-07-20,Senate,"Senate Judiciary Committee Vote",12,3,0,0,15
1248976,973957,2020-07-21,Senate,"Senate Rules Committee Vote",14,5,0,0,19
1249017,859583,2019-05-06,Senate,"Senate Corporations, Authorities and Commissions Committee Vote",7,0,0,0,7
1249017,863807,2019-05-14,Senate,"Senate Finance Committee Vote",22,0,0,1,23
1249017,875499,2019-05-30,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1249017,904240,2020-01-21,Senate,"Senate Corporations, Authorities and Commissions Committee Vote",7,0,0,0,7
1249041,875578,2019-05-30,Senate,"Senate New York City Education Committee Vote",7,0,0,0,7
1249120,857339,2019-04-30,Assembly,"Assembly Corporations, Authorities And Commissions Committee: Favorable refer to committee Ways and Means",25,0,0,1,26
1249120,863627,2019-05-14,Assembly,"Assembly Ways And Means Committee: Favorable",32,0,0,3,35
1249175,839155,2019-04-09,Assembly,"Assembly Governmental Operations Committee: Favorable",13,0,0,1,14
1249312,839095,2019-04-09,Senate,"Senate Rules Committee Vote",18,0,0,1,19
1249312,840044,2019-04-09,Senate,"Senate Floor Vote - Final Passage",60,0,0,2,62
1249312,870313,2019-05-22,Assembly,"Assembly Floor Vote - Final Passage",145,1,0,4,150
1249316,839055,2019-04-09,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1249316,839056,2019-04-09,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,3,35
1249316,839057,2019-04-09,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",22,0,0,0,22
1249316,839058,2019-04-09,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",13,0,0,1,14
1249316,840796,2019-04-09,Assembly,"Assembly Floor Vote - Final Passage",93,53,0,4,150
1249316,883178,2019-06-17,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1249363,883644,2019-06-18,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Ways and Means",17,0,0,2,19
1249363,886300,2019-06-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,4,31
1249363,886301,2019-06-20,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",33,0,0,2,35
1249376,875764,2019-05-30,Assembly,"Assembly Agriculture Committee: Favorable refer to committee Codes",19,0,0,2,21
1249376,877182,2019-06-04,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",22,0,0,0,22
1249376,880397,2019-06-11,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1249376,883382,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",148,0,0,2,150
1249376,886655,2019-06-20,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1249381,877972,2019-06-05,Assembly,"Assembly Local Governments Committee: Favorable refer to committee Ways and Means",18,0,0,1,19
1249381,879318,2019-06-06,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1249381,882475,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1249388,838835,2019-04-09,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",13,0,0,1,14
1249388,839098,2019-04-09,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1249388,839099,2019-04-09,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,3,35
1249388,839100,2019-04-09,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",22,0,0,0,22
1249388,840707,2019-04-09,Assembly,"Assembly Floor Vote - Final Passage",146,0,0,4,150
1249388,877392,2019-06-04,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1249401,971469,2020-07-16,Assembly,"Assembly Transportation Committee: Held for Consideration",16,6,0,2,24
1249404,874635,2019-05-29,Assembly,"Assembly Environmental Conservation Committee: Favorable refer to committee Ways and Means",29,0,0,1,30
1249424,870411,2019-05-21,Assembly,"Assembly Education Committee: Favorable refer to committee Ways and Means",31,0,0,0,31
1249424,874761,2019-05-30,Assembly,"Assembly Ways And Means Committee: Favorable",31,0,0,4,35
1249425,863464,2019-05-14,Assembly,"Assembly Labor Committee: Favorable refer to committee Codes",26,0,0,3,29
1249428,882721,2019-06-17,Assembly,"Assembly Judiciary Committee: Favorable refer to committee Rules",17,1,0,3,21
1249428,884722,2019-06-19,Assembly,"Assembly Rules Committee: Favorable",27,0,0,4,31
1249434,839133,2019-04-09,Assembly,"Assembly Insurance Committee: Favorable refer to committee Codes",24,0,0,0,24
1249434,857403,2019-04-30,Assembly,"Assembly Codes Committee: Favorable",20,0,0,2,22
1249434,864942,2019-05-15,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,9,150
1249434,881756,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1249442,878474,2019-06-04,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Ways and Means",12,0,0,2,14
1249737,839090,2019-04-09,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1249737,839091,2019-04-09,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,10,0,3,35
1249756,875425,2019-05-30,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1249756,875426,2019-05-30,Senate,"Senate Rules Committee Vote",18,0,0,1,19
1249758,868932,2019-05-21,Assembly,"Assembly Insurance Committee: Favorable refer to committee Codes",17,6,0,1,24
1249758,875096,2019-05-30,Assembly,"Assembly Codes Committee: Favorable",15,4,0,3,22
1249758,972850,2020-07-21,Assembly,"Assembly Floor Vote - Final Passage",108,34,0,3,145
1249771,857010,2019-04-30,Assembly,"Assembly Social Services Committee: Favorable refer to committee Ways and Means",13,5,0,0,18
1249807,840054,2019-04-09,Senate,"Senate Floor Vote - Final Passage",60,0,0,2,62
1249807,840055,2019-04-09,Senate,"Senate Rules Committee Vote",18,0,0,1,19
1249807,857313,2019-05-01,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,9,150
1249817,840060,2019-04-09,Senate,"Senate Floor Vote - Final Passage",53,7,0,2,62
1249817,840061,2019-04-09,Senate,"Senate Rules Committee Vote",18,0,0,1,19
1249817,883999,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",110,37,0,3,150
1249902,861056,2019-04-30,Senate,"Senate Committee Vote",5,2,0,0,7
1249902,861057,2019-05-08,Senate,"Senate Floor Vote - Final Passage",39,22,0,1,62
1249902,870249,2019-05-22,Assembly,"Assembly Floor Vote - Final Passage",87,58,0,5,150
1249920,875823,2019-05-30,Senate,"Senate Higher Education Committee Vote",10,0,0,1,11
1249920,877037,2019-06-03,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1249920,877320,2019-06-03,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1249920,920008,2020-02-10,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1249926,886519,2019-06-19,Senate,"Senate Floor Vote - Final Passage",47,15,0,0,62
1249926,887355,2019-06-19,Senate,"Senate Rules Committee Vote",14,5,0,0,19
1249926,902700,2020-01-14,Senate,"Senate Education Committee Vote",12,3,0,0,15
1249926,951094,2020-03-11,Senate,"Senate Floor Vote - Final Passage",40,18,0,4,62
1249970,882263,2019-05-21,Senate,"Senate Housing, Construction and Community Development Committee Vote",10,1,0,0,11
1249970,882264,2019-06-14,Senate,"Senate Floor Vote - Final Passage",48,14,0,0,62
1249970,886170,2019-06-20,Assembly,"Assembly Floor Vote - Final Passage",122,24,0,4,150
1249972,868901,2019-05-21,Assembly,"Assembly Correction Committee: Favorable refer to committee Ways and Means",10,0,0,3,13
1249972,874781,2019-05-30,Assembly,"Assembly Ways And Means Committee: Favorable",31,0,0,4,35
1249981,882289,2019-04-30,Senate,"Senate Investigations and Government Operations Committee Vote",6,1,0,0,7
1249981,882290,2019-06-14,Senate,"Senate Floor Vote - Final Passage",53,9,0,0,62
1249981,884426,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",113,33,0,4,150
1250004,882271,2019-04-30,Senate,"Senate Investigations and Government Operations Committee Vote",6,1,0,0,7
1250004,882272,2019-06-14,Senate,"Senate Floor Vote - Final Passage",53,9,0,0,62
1250004,883304,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",119,29,0,2,150
1250018,971130,2020-07-14,Assembly,"Assembly Insurance Committee: Favorable refer to committee Rules",20,0,0,2,22
1250018,973774,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",26,0,0,4,30
1250030,870728,2019-05-21,Assembly,"Assembly Education Committee: Favorable",31,0,0,0,31
1250041,971233,2020-07-14,Assembly,"Assembly Education Committee: Held for Consideration",23,6,0,2,31
1250062,882279,2019-04-30,Senate,"Senate Investigations and Government Operations Committee Vote",6,1,0,0,7
1250062,882280,2019-06-14,Senate,"Senate Floor Vote - Final Passage",53,9,0,0,62
1250062,884361,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",118,29,0,3,150
1250072,971028,2020-07-14,Assembly,"Assembly Education Committee: Favorable refer to committee Rules",29,0,0,2,31
1250072,972225,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1250080,886525,2019-06-20,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250080,887339,2019-06-20,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250080,940879,2020-03-03,Senate,"Senate Committee Vote",7,0,0,0,7
1250205,883303,2019-05-07,Senate,"Senate Labor Committee Vote",12,0,0,1,13
1250205,885507,2019-06-18,Senate,"Senate Floor Vote - Final Passage",49,13,0,0,62
1250205,972751,2020-07-20,Senate,"Senate Labor Committee Vote",12,1,0,0,13
1250205,973476,2020-07-22,Senate,"Senate Floor Vote - Final Passage",45,15,0,0,60
1250205,973803,2020-07-21,Senate,"Senate Rules Committee Vote",15,4,0,0,19
1250206,856291,2019-04-30,Senate,"Senate Floor Vote - Final Passage",48,14,0,0,62
1250206,856292,2019-04-30,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250206,857061,2019-04-30,Assembly,"Assembly Floor Vote - Final Passage",123,21,0,6,150
1250215,882745,2019-06-17,Assembly,"Assembly Education Committee: Favorable refer to committee Ways and Means",27,0,0,4,31
1250215,883577,2019-06-18,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1250215,883578,2019-06-18,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",33,0,0,2,35
1250216,864298,2019-05-14,Senate,"Senate Committee Vote",7,0,0,0,7
1250236,874079,2019-05-29,Senate,"Senate Civil Service and Pensions Committee Vote",7,0,0,0,7
1250236,877029,2019-06-03,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250236,877307,2019-06-03,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250255,860082,2019-05-07,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1250255,879265,2019-06-06,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1250255,880235,2019-06-11,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1250255,883274,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",148,0,0,2,150
1250278,861369,2019-04-30,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1250278,861370,2019-05-08,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1250278,907102,2020-01-28,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1250278,943820,2020-03-04,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250364,936032,2020-02-26,Assembly,"Assembly Education Committee: Favorable",31,0,0,0,31
1250364,940783,2020-03-02,Assembly,"Assembly Floor Vote - Final Passage",138,0,0,9,147
1250397,868053,2019-05-07,Senate,"Senate Health Committee Vote",15,0,0,0,15
1250397,868857,2019-05-21,Senate,"Senate Floor Vote - Final Passage",49,12,0,1,62
1250397,877114,2019-06-03,Assembly,"Assembly Floor Vote - Final Passage",140,1,0,9,150
1250455,857259,2019-05-01,Assembly,"Assembly Election Law Committee: Favorable",16,0,0,0,16
1250455,861692,2019-05-08,Assembly,"Assembly Floor Vote - Final Passage",112,26,0,12,150
1250455,869254,2019-05-22,Senate,"Senate Floor Vote - Final Passage",40,21,0,1,62
1250477,857016,2019-05-01,Assembly,"Assembly Education Committee: Favorable refer to committee Ways and Means",28,0,0,3,31
1250477,868009,2019-05-21,Assembly,"Assembly Ways And Means Committee: Favorable",32,0,0,3,35
1250477,877468,2019-06-03,Assembly,"Assembly Floor Vote - Final Passage",141,1,0,8,150
1250480,880956,2019-05-30,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1250480,882010,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250480,884216,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",147,1,0,2,150
1250486,874162,2019-05-06,Senate,"Senate Agriculture Committee Vote",8,1,0,0,9
1250486,874163,2019-05-29,Senate,"Senate Floor Vote - Final Passage",56,4,0,2,62
1250486,877753,2019-06-04,Assembly,"Assembly Floor Vote - Final Passage",147,0,0,3,150
1250493,878459,2019-06-05,Assembly,"Assembly Education Committee: Favorable refer to committee Ways and Means",29,0,0,2,31
1250557,860093,2019-05-07,Assembly,"Assembly Governmental Employees Committee: Favorable",13,1,0,0,14
1250585,859774,2019-05-06,Assembly,"Assembly Insurance Committee: Favorable refer to committee Ways and Means",22,0,0,2,24
1250585,878589,2019-06-04,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",33,0,0,2,35
1250585,880528,2019-06-11,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1250815,868942,2019-04-30,Senate,"Senate Energy and Telecommunications Committee Vote",9,0,0,0,9
1250815,868943,2019-05-21,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1250815,914169,2020-02-03,Senate,"Senate Energy and Telecommunications Committee Vote",9,0,0,0,9
1250815,920050,2020-02-11,Senate,"Senate Floor Vote - Final Passage",57,5,0,0,62
1250872,863975,2019-05-14,Senate,"Senate Mental Health and Developmental Disabilities Committee Vote",7,0,0,0,7
1250872,882914,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250872,882915,2019-06-12,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250877,879097,2019-06-06,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1250877,879098,2019-06-06,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250877,884179,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",127,21,0,2,150
1250916,878194,2019-06-05,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1250916,884775,2019-06-19,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,2,0,2,35
1250916,886089,2019-06-20,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1250916,886561,2019-06-21,Assembly,"Assembly Floor Vote - Final Passage",134,0,0,16,150
1250935,860967,2019-05-07,Senate,"Senate Elections Committee Vote",6,0,0,1,7
1250935,863828,2019-05-14,Senate,"Senate Finance Committee Vote",22,0,0,1,23
1250935,869184,2019-05-22,Senate,"Senate Floor Vote - Final Passage",40,21,0,1,62
1250946,868990,2019-05-21,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",12,2,0,0,14
1250946,874855,2019-05-30,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",14,5,0,3,22
1250946,877176,2019-06-04,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,11,0,2,35
1250946,880175,2019-06-11,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1250946,886308,2019-06-20,Assembly,"Assembly Floor Vote - Final Passage",128,20,0,2,150
1250947,881907,2019-06-13,Senate,"Senate Floor Vote - Final Passage",61,1,0,0,62
1250947,881908,2019-06-13,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1250953,870398,2019-05-21,Assembly,"Assembly Education Committee: Favorable refer to committee Ways and Means",31,0,0,0,31
1250953,878388,2019-06-05,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1250953,882468,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1250961,868887,2019-05-21,Assembly,"Assembly Economic Development Committee: Favorable refer to committee Codes",23,1,0,2,26
1250961,875075,2019-05-30,Assembly,"Assembly Codes Committee: Favorable",19,0,0,3,22
1250961,878602,2019-06-05,Assembly,"Assembly Floor Vote - Final Passage",142,3,0,5,150
1250961,881758,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1250962,864533,2019-05-14,Assembly,"Assembly Health Committee: Favorable refer to committee Codes",24,0,0,2,26
1250962,884387,2019-06-17,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",20,0,0,2,22
1250962,885220,2019-06-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,4,31
1250962,886508,2019-06-21,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,9,150
